etid,startdate,enddate,status
109176,12-31-1969,09/13/2013,0
125266,12-31-1969,01/20/2011,0
1923,10/18/2007,"Status is 0. No changes in GEM unknown history",0
216,04/8/2008,"Status is 0. No changes in GEM unknown history",0
22698,12-31-1969,03/20/2012,0
206,12-31-1969,09/26/2012,0
207,04/13/2008,"Status is 0. No changes in GEM unknown history",0
2597,12-31-1969,06/26/2012,0
3394,05/13/2008,"Status is 0. No changes in GEM unknown history",0
2068,05/15/2008,"Status is 0. No changes in GEM unknown history",0
100181,12-31-1969,04/6/2011,0
143371,05-29-2008,09/3/2015,0
383,05-29-2008,08/2/2011,0
390,05-29-2008,01/25/2012,0
1121,06/4/2008,"Status is 0. No changes in GEM unknown history",0
413,05-29-2008,06/23/2011,0
35240,05-29-2008,08/20/2015,0
404,05-29-2008,03/19/2012,0
425,05-29-2008,03/18/2011,0
42782,06/19/2008,"Status is 0. No changes in GEM unknown history",0
435,05-29-2008,04/6/2011,0
432,05-29-2008,01/24/2011,0
475,05-29-2008,03/19/2012,0
490,05-29-2008,04/8/2015,0
513,05-29-2008,08/20/2015,0
532,05-29-2008,06/27/2011,0
559,08/6/2008,"Status is 0. No changes in GEM unknown history",0
60071,05-29-2008,09/3/2015,0
1752,08/7/2008,"Status is 0. No changes in GEM unknown history",0
2168,08/9/2008,"Status is 0. No changes in GEM unknown history",0
591,05-29-2008,09/17/2012,0
615,05-29-2008,01/19/2012,0
25981,05-29-2008,03/31/2011,0
632,08/15/2008,"Status is 0. No changes in GEM unknown history",0
604,05-29-2008,04/28/2011,0
661,05-29-2008,12/20/2012,0
3667,08/19/2008,"Status is 0. No changes in GEM unknown history",0
682,05-29-2008,05/22/2014,0
669,05-29-2008,08/24/2011,0
689,05-29-2008,08/20/2015,0
680,05-29-2008,09/21/2012,0
764,05-29-2008,04/2/2012,0
69571,05-29-2008,02/3/2011,0
804,05-29-2008,05/15/2015,0
2826,09/1/2008,"Status is 0. No changes in GEM unknown history",0
823,05-29-2008,08/20/2015,0
11035,05-29-2008,04/5/2012,0
801,05-29-2008,06/4/2015,0
193061,05-29-2008,03/3/2011,0
858,05-29-2008,03/30/2012,0
788,05-29-2008,08/20/2015,0
914,05-29-2008,08/20/2015,0
929,05-29-2008,07/19/2011,0
5954,05-29-2008,12/22/2010,0
905,05-29-2008,10/4/2012,0
903,05-29-2008,05/4/2011,0
977,05-29-2008,08/20/2015,0
991,05-29-2008,03/8/2012,0
2229,05-29-2008,05/23/2013,0
983,05-29-2008,08/20/2015,0
1003,05-29-2008,03/16/2012,0
1047,05-29-2008,03/16/2012,0
36159,05-29-2008,03/20/2012,0
1053,05-29-2008,07/15/2011,0
1060,05-29-2008,08/20/2015,0
1059,05-29-2008,08/20/2015,0
2106,09/30/2008,"Status is 0. No changes in GEM unknown history",0
1079,05-29-2008,08/20/2015,0
1088,05-29-2008,07/6/2011,0
14497,05-29-2008,01/4/2013,0
1950,05-29-2008,03/23/2012,0
1154,05-29-2008,06/15/2011,0
1110,05-29-2008,05/23/2013,0
1205,05-29-2008,12/29/2011,0
1181,05-29-2008,04/11/2011,0
1764,10/9/2008,"Status is 0. No changes in GEM unknown history",0
1237,10-10-2008,11/9/2011,0
1278,10-10-2008,08/16/2011,0
1291,10-10-2008,07/18/2012,0
2204,10-10-2008,06/19/2012,0
34604,10-10-2008,11/29/2011,0
59445,10-10-2008,06/27/2011,0
1296,10-10-2008,01/29/2014,0
1312,10-10-2008,03/8/2011,0
5585,10-10-2008,09/28/2011,0
1310,10-10-2008,05/28/2015,0
1370,10-10-2008,03/29/2012,0
1363,10-10-2008,08/20/2015,0
3906,10/16/2008,"Status is 0. No changes in GEM unknown history",0
1358,10-10-2008,12/19/2011,0
1417,10-10-2008,06/5/2015,0
1418,10-10-2008,09/24/2012,0
1348,10-10-2008,02/10/2012,0
1336,10-10-2008,02/7/2014,0
1224,10-10-2008,08/20/2015,0
1434,10-10-2008,08/26/2011,0
1339,10-10-2008,10/22/2014,0
1393,10-10-2008,09/3/2015,0
6642,10-10-2008,03/20/2012,0
54992,10-10-2008,01/4/2012,0
1252,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1482,10-10-2008,09/3/2015,0
1483,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1381,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1478,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1204,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1468,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1508,10/23/2008,"Status is 0. No changes in GEM unknown history",0
1043,10-10-2008,03/26/2012,0
19702,10-10-2008,10/7/2014,0
1509,10/24/2008,"Status is 0. No changes in GEM unknown history",0
1515,10/27/2008,"Status is 0. No changes in GEM unknown history",0
1530,10/27/2008,"Status is 0. No changes in GEM unknown history",0
1511,10/27/2008,"Status is 0. No changes in GEM unknown history",0
1521,10/27/2008,"Status is 0. No changes in GEM unknown history",0
1516,10/27/2008,"Status is 0. No changes in GEM unknown history",0
1533,10/27/2008,"Status is 0. No changes in GEM unknown history",0
1534,10/28/2008,"Status is 0. No changes in GEM unknown history",0
1544,10/28/2008,"Status is 0. No changes in GEM unknown history",0
1552,10-10-2008,12/9/2011,0
1551,10-10-2008,05/18/2011,0
1517,10/28/2008,"Status is 0. No changes in GEM unknown history",0
1542,10/28/2008,"Status is 0. No changes in GEM unknown history",0
1536,10/28/2008,"Status is 0. No changes in GEM unknown history",0
1532,10/29/2008,"Status is 0. No changes in GEM unknown history",0
1537,10/29/2008,"Status is 0. No changes in GEM unknown history",0
1538,10/29/2008,"Status is 0. No changes in GEM unknown history",0
1526,10/29/2008,"Status is 0. No changes in GEM unknown history",0
1570,10/30/2008,"Status is 0. No changes in GEM unknown history",0
1590,10/30/2008,"Status is 0. No changes in GEM unknown history",0
1593,10/31/2008,"Status is 0. No changes in GEM unknown history",0
1600,10/31/2008,"Status is 0. No changes in GEM unknown history",0
1562,10-10-2008,09/30/2014,0
1587,10/31/2008,"Status is 0. No changes in GEM unknown history",0
1563,10/31/2008,"Status is 0. No changes in GEM unknown history",0
1605,10/31/2008,"Status is 0. No changes in GEM unknown history",0
1546,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1555,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1616,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1618,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1617,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1591,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1584,11/3/2008,"Status is 0. No changes in GEM unknown history",0
1631,10-10-2008,08/20/2015,0
1585,10-10-2008,02/23/2012,0
1625,11/4/2008,"Status is 0. No changes in GEM unknown history",0
1613,11/4/2008,"Status is 0. No changes in GEM unknown history",0
1654,10-10-2008,10/3/2011,0
1648,11/4/2008,"Status is 0. No changes in GEM unknown history",0
1642,11/5/2008,"Status is 0. No changes in GEM unknown history",0
1623,11/6/2008,"Status is 0. No changes in GEM unknown history",0
1522,10-10-2008,05/4/2015,0
1673,11/6/2008,"Status is 0. No changes in GEM unknown history",0
1672,11/6/2008,"Status is 0. No changes in GEM unknown history",0
1690,11/6/2008,"Status is 0. No changes in GEM unknown history",0
1592,11/6/2008,"Status is 0. No changes in GEM unknown history",0
1645,10-10-2008,04/11/2012,0
1169,10-10-2008,04/27/2012,0
1695,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1615,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1675,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1657,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1610,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1594,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1634,10-10-2008,02/8/2011,0
1688,11/7/2008,"Status is 0. No changes in GEM unknown history",0
1685,11/9/2008,"Status is 0. No changes in GEM unknown history",0
1697,11/10/2008,"Status is 0. No changes in GEM unknown history",0
1683,11/10/2008,"Status is 0. No changes in GEM unknown history",0
1702,11/10/2008,"Status is 0. No changes in GEM unknown history",0
1659,11/10/2008,"Status is 0. No changes in GEM unknown history",0
1701,10-10-2008,06/28/2011,0
1637,11/10/2008,"Status is 0. No changes in GEM unknown history",0
1739,11/11/2008,"Status is 0. No changes in GEM unknown history",0
1715,11/11/2008,"Status is 0. No changes in GEM unknown history",0
1723,10-10-2008,09/22/2011,0
1741,11/11/2008,"Status is 0. No changes in GEM unknown history",0
1624,11/12/2008,"Status is 0. No changes in GEM unknown history",0
1745,11/12/2008,"Status is 0. No changes in GEM unknown history",0
1704,11/12/2008,"Status is 0. No changes in GEM unknown history",0
1582,10-10-2008,08/20/2015,0
1748,11/12/2008,"Status is 0. No changes in GEM unknown history",0
1725,10-10-2008,06/12/2013,0
1737,11/13/2008,"Status is 0. No changes in GEM unknown history",0
1759,11/13/2008,"Status is 0. No changes in GEM unknown history",0
1709,11/13/2008,"Status is 0. No changes in GEM unknown history",0
1780,11/13/2008,"Status is 0. No changes in GEM unknown history",0
1790,11/14/2008,"Status is 0. No changes in GEM unknown history",0
1785,11/14/2008,"Status is 0. No changes in GEM unknown history",0
1738,11/14/2008,"Status is 0. No changes in GEM unknown history",0
1705,11/14/2008,"Status is 0. No changes in GEM unknown history",0
1809,11/17/2008,"Status is 0. No changes in GEM unknown history",0
1778,11/17/2008,"Status is 0. No changes in GEM unknown history",0
1758,10-10-2008,10/10/2013,0
1807,11/17/2008,"Status is 0. No changes in GEM unknown history",0
1820,11/18/2008,"Status is 0. No changes in GEM unknown history",0
1762,11/18/2008,"Status is 0. No changes in GEM unknown history",0
1755,11/18/2008,"Status is 0. No changes in GEM unknown history",0
1808,10-10-2008,09/3/2015,0
1647,11/19/2008,"Status is 0. No changes in GEM unknown history",0
1669,11/19/2008,"Status is 0. No changes in GEM unknown history",0
1826,11/19/2008,"Status is 0. No changes in GEM unknown history",0
1666,11/20/2008,"Status is 0. No changes in GEM unknown history",0
1707,11/20/2008,"Status is 0. No changes in GEM unknown history",0
1667,11/20/2008,"Status is 0. No changes in GEM unknown history",0
1784,10-10-2008,08/20/2015,0
1751,11/20/2008,"Status is 0. No changes in GEM unknown history",0
1821,11/21/2008,"Status is 0. No changes in GEM unknown history",0
1823,10-10-2008,11/9/2012,0
1722,11/21/2008,"Status is 0. No changes in GEM unknown history",0
1668,11/21/2008,"Status is 0. No changes in GEM unknown history",0
1801,11/21/2008,"Status is 0. No changes in GEM unknown history",0
1878,11/23/2008,"Status is 0. No changes in GEM unknown history",0
1822,11/23/2008,"Status is 0. No changes in GEM unknown history",0
1874,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1728,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1840,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1786,10-10-2008,08/20/2015,0
1829,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1817,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1882,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1769,11/24/2008,"Status is 0. No changes in GEM unknown history",0
1855,11/25/2008,"Status is 0. No changes in GEM unknown history",0
1773,11/26/2008,"Status is 0. No changes in GEM unknown history",0
1796,11/26/2008,"Status is 0. No changes in GEM unknown history",0
1839,11/26/2008,"Status is 0. No changes in GEM unknown history",0
1842,11/26/2008,"Status is 0. No changes in GEM unknown history",0
1887,11/28/2008,"Status is 0. No changes in GEM unknown history",0
1901,12/1/2008,"Status is 0. No changes in GEM unknown history",0
1663,12/1/2008,"Status is 0. No changes in GEM unknown history",0
1870,12/2/2008,"Status is 0. No changes in GEM unknown history",0
1890,10-10-2008,08/29/2012,0
1915,12/2/2008,"Status is 0. No changes in GEM unknown history",0
1742,12/3/2008,"Status is 0. No changes in GEM unknown history",0
1908,12/3/2008,"Status is 0. No changes in GEM unknown history",0
1710,12/3/2008,"Status is 0. No changes in GEM unknown history",0
1949,10-10-2008,08/20/2015,0
1962,12/4/2008,"Status is 0. No changes in GEM unknown history",0
1967,12/4/2008,"Status is 0. No changes in GEM unknown history",0
1975,12/4/2008,"Status is 0. No changes in GEM unknown history",0
1959,12/4/2008,"Status is 0. No changes in GEM unknown history",0
1980,12/4/2008,"Status is 0. No changes in GEM unknown history",0
1963,10-10-2008,08/20/2015,0
1905,12/4/2008,"Status is 0. No changes in GEM unknown history",0
1960,12/5/2008,"Status is 0. No changes in GEM unknown history",0
1877,12/5/2008,"Status is 0. No changes in GEM unknown history",0
1989,12/8/2008,"Status is 0. No changes in GEM unknown history",0
1968,12/8/2008,"Status is 0. No changes in GEM unknown history",0
2009,12/8/2008,"Status is 0. No changes in GEM unknown history",0
1791,12/8/2008,"Status is 0. No changes in GEM unknown history",0
1958,12/8/2008,"Status is 0. No changes in GEM unknown history",0
2027,10-10-2008,03/28/2013,0
2004,12/10/2008,"Status is 0. No changes in GEM unknown history",0
1986,12/10/2008,"Status is 0. No changes in GEM unknown history",0
1999,12/10/2008,"Status is 0. No changes in GEM unknown history",0
2048,12/10/2008,"Status is 0. No changes in GEM unknown history",0
2046,12/11/2008,"Status is 0. No changes in GEM unknown history",0
1992,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2012,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2035,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2037,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2040,10-10-2008,02/22/2012,0
2015,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2014,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2059,12/11/2008,"Status is 0. No changes in GEM unknown history",0
2011,10-10-2008,12/29/2011,0
2058,12/12/2008,"Status is 0. No changes in GEM unknown history",0
2019,12/12/2008,"Status is 0. No changes in GEM unknown history",0
2023,12/15/2008,"Status is 0. No changes in GEM unknown history",0
2030,10-10-2008,06/13/2011,0
2033,12/15/2008,"Status is 0. No changes in GEM unknown history",0
2013,12/15/2008,"Status is 0. No changes in GEM unknown history",0
2051,12/15/2008,"Status is 0. No changes in GEM unknown history",0
2003,12/16/2008,"Status is 0. No changes in GEM unknown history",0
2091,12/16/2008,"Status is 0. No changes in GEM unknown history",0
2094,12/16/2008,"Status is 0. No changes in GEM unknown history",0
1828,12/16/2008,"Status is 0. No changes in GEM unknown history",0
2060,12/17/2008,"Status is 0. No changes in GEM unknown history",0
1955,12/18/2008,"Status is 0. No changes in GEM unknown history",0
2041,12/18/2008,"Status is 0. No changes in GEM unknown history",0
2099,12/18/2008,"Status is 0. No changes in GEM unknown history",0
2116,12/18/2008,"Status is 0. No changes in GEM unknown history",0
2143,12/19/2008,"Status is 0. No changes in GEM unknown history",0
2110,12/19/2008,"Status is 0. No changes in GEM unknown history",0
1881,12/19/2008,"Status is 0. No changes in GEM unknown history",0
2002,12/19/2008,"Status is 0. No changes in GEM unknown history",0
2043,12-19-2008,03/8/2011,
2043,12-19-2008,08/20/2015,0
2141,12/19/2008,"Status is 0. No changes in GEM unknown history",0
2140,12-19-2008,08/20/2015,0
2156,12-19-2008,08/20/2015,0
2104,12/22/2008,"Status is 0. No changes in GEM unknown history",0
2165,12/22/2008,"Status is 0. No changes in GEM unknown history",0
2114,12/22/2008,"Status is 0. No changes in GEM unknown history",0
2107,12-19-2008,08/20/2015,0
2186,12/23/2008,"Status is 0. No changes in GEM unknown history",0
1650,12/23/2008,"Status is 0. No changes in GEM unknown history",0
1595,12/23/2008,"Status is 0. No changes in GEM unknown history",0
2175,12/24/2008,"Status is 0. No changes in GEM unknown history",0
2146,12/26/2008,"Status is 0. No changes in GEM unknown history",0
2177,12/29/2008,"Status is 0. No changes in GEM unknown history",0
1934,12/29/2008,"Status is 0. No changes in GEM unknown history",0
2202,12-19-2008,04/7/2014,0
2179,12/29/2008,"Status is 0. No changes in GEM unknown history",0
2212,12/29/2008,"Status is 0. No changes in GEM unknown history",0
2224,12/29/2008,"Status is 0. No changes in GEM unknown history",0
2108,12-19-2008,08/20/2015,0
2130,12/31/2008,"Status is 0. No changes in GEM unknown history",0
2214,12/31/2008,"Status is 0. No changes in GEM unknown history",0
2222,12/31/2008,"Status is 0. No changes in GEM unknown history",0
2018,12/31/2008,"Status is 0. No changes in GEM unknown history",0
2246,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2288,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2294,12-19-2008,02/8/2013,0
2275,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2283,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2298,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2280,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2231,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2244,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2257,01/2/2009,"Status is 0. No changes in GEM unknown history",0
2297,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2209,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2302,12-19-2008,08/20/2015,0
2052,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2282,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2272,12-19-2008,08/20/2015,0
2278,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2300,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2075,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2070,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2194,12-19-2008,05/3/2012,0
2057,01/5/2009,"Status is 0. No changes in GEM unknown history",0
2316,01/6/2009,"Status is 0. No changes in GEM unknown history",0
2182,01/6/2009,"Status is 0. No changes in GEM unknown history",0
2270,12-19-2008,08/20/2015,0
2338,01/6/2009,"Status is 0. No changes in GEM unknown history",0
2358,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2279,12-19-2008,01/9/2012,0
2326,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2359,12-19-2008,12/5/2013,0
2315,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2352,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2313,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2303,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2296,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2353,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2395,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2383,12-19-2008,06/26/2015,0
2351,01/7/2009,"Status is 0. No changes in GEM unknown history",0
2337,01/8/2009,"Status is 0. No changes in GEM unknown history",0
2363,12-19-2008,02/13/2015,0
2362,01/8/2009,"Status is 0. No changes in GEM unknown history",0
1982,01/8/2009,"Status is 0. No changes in GEM unknown history",0
2284,12-19-2008,08/20/2015,0
2190,01/8/2009,"Status is 0. No changes in GEM unknown history",0
2309,01/8/2009,"Status is 0. No changes in GEM unknown history",0
2402,01/8/2009,"Status is 0. No changes in GEM unknown history",0
2350,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2400,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2436,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2331,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2434,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2412,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2387,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2308,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2317,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2422,01/9/2009,"Status is 0. No changes in GEM unknown history",0
2452,12-19-2008,08/20/2015,0
2463,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2455,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2250,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2347,12-19-2008,07/11/2014,0
2438,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2371,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2367,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2439,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2253,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2493,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2428,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2467,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2425,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2421,01-12-2009,07/12/2013,0
2377,01/12/2009,"Status is 0. No changes in GEM unknown history",0
2451,01/13/2009,"Status is 0. No changes in GEM unknown history",0
2490,01-12-2009,05/5/2011,0
2505,01/13/2009,"Status is 0. No changes in GEM unknown history",0
2504,01-12-2009,07/10/2012,0
2465,01/13/2009,"Status is 0. No changes in GEM unknown history",0
2516,01/13/2009,"Status is 0. No changes in GEM unknown history",0
2519,01/13/2009,"Status is 0. No changes in GEM unknown history",0
2510,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2417,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2564,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2538,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2499,01-12-2009,12/15/2010,0
2544,01-12-2009,08/20/2015,0
2251,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2489,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2441,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2411,01/14/2009,"Status is 0. No changes in GEM unknown history",0
2255,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2500,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2583,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2581,01-12-2009,08/20/2015,0
2488,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2591,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2420,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2507,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2528,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2580,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2531,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2385,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2565,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2589,01/15/2009,"Status is 0. No changes in GEM unknown history",0
2600,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2513,01/16/2009,"Status is 0. No changes in GEM unknown history",0
1761,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2596,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2560,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2487,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2534,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2603,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2475,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2628,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2631,01/16/2009,"Status is 0. No changes in GEM unknown history",0
2612,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2553,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2595,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2636,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2604,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2486,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2632,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2648,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2501,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2594,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2616,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2593,01-12-2009,08/20/2015,0
2541,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2569,01-12-2009,01/8/2014,0
2649,01/19/2009,"Status is 0. No changes in GEM unknown history",0
2643,01/20/2009,"Status is 0. No changes in GEM unknown history",0
2667,01/20/2009,"Status is 0. No changes in GEM unknown history",0
2682,01/20/2009,"Status is 0. No changes in GEM unknown history",0
2523,01/20/2009,"Status is 0. No changes in GEM unknown history",0
2674,01/21/2009,"Status is 0. No changes in GEM unknown history",0
2680,01-12-2009,08/20/2015,0
2678,01-12-2009,10/21/2011,0
2627,01-12-2009,08/20/2015,0
2701,01-12-2009,07/6/2011,0
2585,01/21/2009,"Status is 0. No changes in GEM unknown history",0
2672,01/21/2009,"Status is 0. No changes in GEM unknown history",0
2711,01-12-2009,10/29/2014,0
2147,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2641,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2666,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2699,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2704,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2584,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2260,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2710,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2712,01-12-2009,04/30/2012,0
2683,01/22/2009,"Status is 0. No changes in GEM unknown history",0
2380,01-12-2009,03/7/2013,0
2514,01-12-2009,08/20/2015,0
2374,01/23/2009,"Status is 0. No changes in GEM unknown history",0
2568,01/23/2009,"Status is 0. No changes in GEM unknown history",0
2650,01/23/2009,"Status is 0. No changes in GEM unknown history",0
2733,01-12-2009,10/24/2013,0
2723,01/23/2009,"Status is 0. No changes in GEM unknown history",0
2690,01-12-2009,06/7/2011,0
2290,01/23/2009,"Status is 0. No changes in GEM unknown history",0
2761,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2651,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2647,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2748,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2717,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2389,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2754,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2753,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2432,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2740,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2716,01/26/2009,"Status is 0. No changes in GEM unknown history",0
2770,01-12-2009,06/30/2015,0
2760,01-12-2009,08/20/2015,0
2138,01-12-2009,10/5/2011,0
2787,01/27/2009,"Status is 0. No changes in GEM unknown history",0
2763,01-12-2009,08/12/2015,0
2811,01-12-2009,08/20/2015,0
2785,01/27/2009,"Status is 0. No changes in GEM unknown history",0
2633,01/27/2009,"Status is 0. No changes in GEM unknown history",0
2779,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2829,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2831,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2773,01-12-2009,04/15/2014,0
2766,01-12-2009,08/3/2015,0
2788,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2050,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2854,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2791,01-12-2009,08/17/2015,0
2822,01/28/2009,"Status is 0. No changes in GEM unknown history",0
2706,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2855,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2838,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2803,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2776,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2642,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2687,01/29/2009,"Status is 0. No changes in GEM unknown history",0
2903,01-12-2009,08/28/2012,0
2881,01/30/2009,"Status is 0. No changes in GEM unknown history",0
2911,01/30/2009,"Status is 0. No changes in GEM unknown history",0
2860,01/30/2009,"Status is 0. No changes in GEM unknown history",0
2809,01/30/2009,"Status is 0. No changes in GEM unknown history",0
2882,01-12-2009,08/16/2013,0
