etid,startdate,enddate,status
2966,02/4/2009,,1
2995,02/4/2009,,1
3039,02/4/2009,,1
3006,02/4/2009,,1
2542,02/4/2009,,1
3013,02/4/2009,,1
2955,02/4/2009,,1
3048,02/4/2009,,1
3068,02/4/2009,,1
2957,02/4/2009,,1
2997,02/4/2009,,1
2943,02/4/2009,,1
3081,02/4/2009,,1
3011,02/4/2009,,1
3034,02/4/2009,,1
3070,02/4/2009,,1
3095,02/5/2009,,1
2970,02/5/2009,,1
2131,02/5/2009,,1
2989,02/5/2009,,1
3018,02/5/2009,,1
2588,02/5/2009,,1
3020,02/5/2009,,1
3074,02/5/2009,,1
3009,02/5/2009,,1
3051,02/5/2009,,1
3030,02/5/2009,,1
2802,02/5/2009,,1
2922,02/5/2009,,1
3132,02/5/2009,,1
3079,02/5/2009,,1
2980,02/5/2009,,1
3053,02/5/2009,,1
3075,02/5/2009,,1
3077,02/5/2009,,1
2967,02/5/2009,,1
3049,02/5/2009,,1
3078,02/5/2009,,1
3124,02/5/2009,,1
2994,02/5/2009,,1
3148,02/5/2009,,1
3161,02/5/2009,,1
3114,02/5/2009,,1
3003,02/5/2009,,1
3134,02/5/2009,,1
3210,02/5/2009,,1
3104,02/5/2009,,1
3002,02/5/2009,,1
3023,02/5/2009,,1
3162,02/5/2009,,1
3005,02/6/2009,,1
2987,02/6/2009,,1
3042,02/6/2009,,1
3235,02/6/2009,,1
2982,02/6/2009,,1
3076,02/6/2009,,1
3057,02/6/2009,,1
3117,02/6/2009,,1
3253,02/6/2009,,1
2696,02/6/2009,,1
3094,02/6/2009,,1
3045,02/6/2009,,1
3106,02/6/2009,,1
3121,02/6/2009,,1
3154,02/6/2009,,1
3277,02/6/2009,,1
3240,02/6/2009,,1
2877,02/6/2009,,1
3314,02/6/2009,,1
3192,02/6/2009,,1
3139,02/6/2009,,1
3221,02/6/2009,,1
3276,02/6/2009,,1
2783,02/6/2009,,1
3222,02/6/2009,,1
3205,02/6/2009,,1
3122,02/6/2009,,1
3219,02/6/2009,,1
3226,02/6/2009,,1
2975,02/6/2009,,1
2993,02/6/2009,,1
2979,02/7/2009,,1
3146,02/7/2009,,1
3402,02/7/2009,,1
3398,02/7/2009,,1
3400,02/7/2009,,1
3047,02/8/2009,,1
3098,02/8/2009,,1
3105,02/8/2009,,1
3224,02/8/2009,,1
3275,02/8/2009,,1
3391,02/8/2009,,1
3024,02/8/2009,,1
3262,02/8/2009,,1
3157,02/8/2009,,1
3242,02/8/2009,,1
3164,02/8/2009,,1
3165,02/8/2009,,1
3178,02/8/2009,,1
3187,02/8/2009,,1
3115,02/9/2009,,1
3393,02/9/2009,,1
3299,02/9/2009,,1
2494,02/9/2009,,1
3356,02/9/2009,,1
3420,02/9/2009,,1
3033,02/9/2009,,1
3287,02/9/2009,,1
2445,02/9/2009,,1
3151,02/9/2009,,1
3337,02/9/2009,,1
3333,02/9/2009,,1
3278,02/9/2009,,1
3137,02/9/2009,,1
2974,02/9/2009,,1
3379,02/9/2009,,1
3297,02/9/2009,,1
3118,02/9/2009,,1
3010,02/9/2009,,1
3410,02/9/2009,,1
3387,02/9/2009,,1
3365,02/9/2009,,1
3250,02/9/2009,,1
3321,02/9/2009,,1
3384,02/9/2009,,1
3274,02/9/2009,,1
3357,02/9/2009,,1
3438,02/9/2009,,1
3204,02/9/2009,,1
3351,02/9/2009,,1
3418,02/9/2009,,1
3259,02/9/2009,,1
3189,02/9/2009,,1
3298,02/9/2009,,1
3345,02/9/2009,,1
3255,02/9/2009,,1
3524,02/10/2009,,1
3198,02/10/2009,,1
3342,02/10/2009,,1
3363,02/10/2009,,1
2807,02/10/2009,,1
3376,02/10/2009,,1
2885,02/10/2009,,1
3576,02/10/2009,,1
3429,02/10/2009,,1
3425,02/10/2009,,1
3303,02/10/2009,,1
3392,02/10/2009,,1
3389,02/10/2009,,1
3220,02/10/2009,,1
3370,02/10/2009,,1
3362,02/10/2009,,1
3264,02/10/2009,,1
3116,02/10/2009,,1
3327,02/10/2009,,1
3266,02/10/2009,,1
3158,02/10/2009,,1
3380,02/10/2009,,1
3352,02/10/2009,,1
3169,02/10/2009,,1
3361,02/10/2009,,1
3523,02/10/2009,,1
3300,02/10/2009,,1
3375,02/10/2009,,1
2999,02/10/2009,,1
3323,02/10/2009,,1
3236,02/10/2009,,1
3480,02/10/2009,,1
3566,02/10/2009,,1
3120,02/10/2009,,1
3200,02/10/2009,,1
3217,02/10/2009,,1
3214,02/10/2009,,1
3223,02/10/2009,,1
3272,02/11/2009,,1
3407,02/11/2009,,1
3084,02/11/2009,,1
2796,02/11/2009,,1
3072,02/11/2009,,1
3085,02/11/2009,,1
2266,02/11/2009,,1
3343,02/11/2009,,1
3481,02/11/2009,,1
3440,02/11/2009,,1
3575,02/11/2009,,1
3653,02/11/2009,,1
3066,02/11/2009,,1
3412,02/11/2009,,1
3058,02/11/2009,,1
3585,02/11/2009,,1
3447,02/11/2009,,1
3573,02/11/2009,,1
3628,02/11/2009,,1
3197,02/11/2009,,1
3171,02/11/2009,,1
3635,02/11/2009,,1
3446,02/11/2009,,1
3477,02/11/2009,,1
3452,02/11/2009,,1
3180,02/11/2009,,1
3584,02/11/2009,,1
3430,02/11/2009,,1
3415,02/11/2009,,1
3181,02/11/2009,,1
3294,02/11/2009,,1
3249,02/11/2009,,1
3551,02/11/2009,,1
3315,02/11/2009,,1
3184,02/11/2009,,1
3599,02/11/2009,,1
3316,02/11/2009,,1
3193,02/11/2009,,1
3592,02/11/2009,,1
3428,02/11/2009,,1
3578,02/12/2009,,1
3588,02/12/2009,,1
3502,02/12/2009,,1
3593,02/12/2009,,1
3595,02/12/2009,,1
3623,02/12/2009,,1
3650,02/12/2009,,1
3678,02/12/2009,,1
3581,02/12/2009,,1
3503,02/12/2009,,1
3660,02/12/2009,,1
3735,02/12/2009,,1
3583,02/12/2009,,1
3564,02/12/2009,,1
3636,02/12/2009,,1
3550,02/12/2009,,1
3248,02/12/2009,,1
3414,02/12/2009,,1
3543,02/12/2009,,1
3213,02/13/2009,,1
3701,02/13/2009,,1
3233,02/13/2009,,1
3731,02/13/2009,,1
3500,02/13/2009,,1
3770,02/13/2009,,1
3803,02/13/2009,,1
3774,02/13/2009,,1
3519,02/13/2009,,1
3466,02/13/2009,,1
3206,02/13/2009,,1
3639,02/13/2009,,1
3464,02/13/2009,,1
3388,02/13/2009,,1
3605,02/13/2009,,1
3306,02/13/2009,,1
3582,02/13/2009,,1
3654,02/13/2009,,1
3754,02/13/2009,,1
3751,02/13/2009,,1
3478,02/13/2009,,1
3450,02/13/2009,,1
3736,02/13/2009,,1
3749,02/13/2009,,1
3339,02/13/2009,,1
3565,02/13/2009,,1
3658,02/13/2009,,1
3570,02/13/2009,,1
3625,02/13/2009,,1
3590,02/13/2009,,1
3445,02/13/2009,,1
3706,02/13/2009,,1
3719,02/13/2009,,1
3705,02/13/2009,,1
3675,02/13/2009,,1
3853,02-2-2009,,1
3579,02/14/2009,,1
3767,02/14/2009,,1
3383,02/14/2009,,1
3845,02/15/2009,,1
3773,02/16/2009,,1
3872,02/16/2009,,1
3866,02/16/2009,,1
3874,02/16/2009,,1
3349,02/16/2009,,1
3617,02/16/2009,,1
3900,02/16/2009,,1
3884,02/16/2009,,1
3802,02/16/2009,,1
3799,02/16/2009,,1
3797,02/16/2009,,1
3396,02/16/2009,,1
3179,02/16/2009,,1
3734,02/16/2009,,1
3671,02/16/2009,,1
3611,02/16/2009,,1
3610,02/16/2009,,1
3696,02/16/2009,,1
3377,02/16/2009,,1
3244,02/17/2009,,1
3405,02/17/2009,,1
3842,02/17/2009,,1
3915,02/17/2009,,1
3919,02/17/2009,,1
3781,02/17/2009,,1
3903,02/17/2009,,1
3880,02/17/2009,,1
3920,02/17/2009,,1
3859,02/17/2009,,1
3814,02/17/2009,,1
3136,02/17/2009,,1
3947,02/17/2009,,1
3619,02/17/2009,,1
3860,02/17/2009,,1
3436,02/17/2009,,1
3608,02/17/2009,,1
3629,02/17/2009,,1
3715,02/17/2009,,1
3631,02/17/2009,,1
3661,02/17/2009,,1
3665,02/17/2009,,1
3732,02/17/2009,,1
3509,02/17/2009,,1
3831,02/17/2009,,1
3738,02/17/2009,,1
3862,02/17/2009,,1
3857,02/17/2009,,1
3757,02/17/2009,,1
3875,02/17/2009,,1
3835,02/17/2009,,1
3594,02/17/2009,,1
3473,02/17/2009,,1
3841,02/17/2009,,1
3684,02/17/2009,,1
3609,02/17/2009,,1
3805,02/17/2009,,1
3498,02/17/2009,,1
3571,02/17/2009,,1
3613,02/17/2009,,1
3634,02/17/2009,,1
3693,02/17/2009,,1
3600,02/17/2009,,1
3722,02/17/2009,,1
3789,02/17/2009,,1
3824,02/17/2009,,1
3924,02/17/2009,,1
3680,02/17/2009,,1
3928,02/17/2009,,1
3463,02/17/2009,,1
3929,02/17/2009,,1
3679,02/17/2009,,1
3870,02/17/2009,,1
3931,02/17/2009,,1
3840,02/17/2009,,1
3932,02/17/2009,,1
3720,02/17/2009,,1
3818,02/17/2009,,1
3758,02/17/2009,,1
3871,02/17/2009,,1
3780,02/17/2009,,1
3692,02/17/2009,,1
3657,02/17/2009,,1
3556,02/17/2009,,1
3908,02/17/2009,,1
3177,02/18/2009,,1
3955,02/18/2009,,1
3995,02/18/2009,,1
3768,02/18/2009,,1
3555,02/18/2009,,1
3810,02/18/2009,,1
3729,02/18/2009,,1
3943,02/18/2009,,1
3794,02/18/2009,,1
3822,02/18/2009,,1
3717,02/18/2009,,1
3826,02/18/2009,,1
3669,02/18/2009,,1
3806,02/18/2009,,1
3836,02/18/2009,,1
3739,02/18/2009,,1
3830,02/18/2009,,1
3712,02/18/2009,,1
3881,02/18/2009,,1
3829,02/18/2009,,1
3922,02/18/2009,,1
3941,02/18/2009,,1
3865,02/18/2009,,1
3938,02/18/2009,,1
3892,02/18/2009,,1
3889,02/18/2009,,1
3888,02/18/2009,,1
3811,02/18/2009,,1
3133,02/18/2009,,1
3467,02/18/2009,,1
3882,02/18/2009,,1
3912,02/18/2009,,1
3529,02/18/2009,,1
3876,02/18/2009,,1
3989,02/18/2009,,1
3861,02/18/2009,,1
3603,02/18/2009,,1
3933,02/18/2009,,1
3791,02/18/2009,,1
3958,02/18/2009,,1
4010,02/18/2009,,1
3699,02/18/2009,,1
3991,02/18/2009,,1
3999,02/18/2009,,1
4005,02/18/2009,,1
3851,02/18/2009,,1
4081,02/18/2009,,1
3855,02/18/2009,,1
3268,02/18/2009,,1
3904,02/18/2009,,1
3652,02/18/2009,,1
3411,02/18/2009,,1
3960,02/18/2009,,1
3674,02/18/2009,,1
3366,02/18/2009,,1
3782,02/18/2009,,1
3632,02/18/2009,,1
3737,02/18/2009,,1
3750,02/18/2009,,1
3790,02/18/2009,,1
3795,02/18/2009,,1
3801,02/19/2009,,1
3688,02/19/2009,,1
3997,02/19/2009,,1
3951,02/19/2009,,1
4092,02/19/2009,,1
4028,02/19/2009,,1
4020,02/19/2009,,1
4019,02/19/2009,,1
3925,02/19/2009,,1
4002,02/19/2009,,1
3355,02/19/2009,,1
3194,02/19/2009,,1
3930,02/19/2009,,1
3942,02/19/2009,,1
3894,02/19/2009,,1
3913,02/19/2009,,1
3878,02/19/2009,,1
3487,02/19/2009,,1
3850,02/19/2009,,1
4026,02/19/2009,,1
4017,02/19/2009,,1
3846,02/19/2009,,1
3996,02/19/2009,,1
3864,02/19/2009,,1
3624,02/19/2009,,1
3967,02/19/2009,,1
4104,02/19/2009,,1
4151,02/19/2009,,1
3784,02/19/2009,,1
4001,02/19/2009,,1
3907,02/19/2009,,1
3944,02/19/2009,,1
4061,02/20/2009,,1
4022,02/20/2009,,1
4147,02/20/2009,,1
3825,02/20/2009,,1
4138,02/20/2009,,1
4029,02/20/2009,,1
3983,02/20/2009,,1
3981,02/20/2009,,1
3844,02/20/2009,,1
2977,02/20/2009,,1
3945,02/20/2009,,1
4230,02/20/2009,,1
3973,02/20/2009,,1
3898,02/20/2009,,1
4008,02/20/2009,,1
4233,02/20/2009,,1
4235,02/20/2009,,1
3112,02/20/2009,,1
3890,02/20/2009,,1
3877,02/20/2009,,1
3423,02/20/2009,,1
3080,02/20/2009,,1
4037,02/20/2009,,1
4039,02/20/2009,,1
3505,02/20/2009,,1
4053,02/20/2009,,1
4117,02/20/2009,,1
4078,02/20/2009,,1
4124,02/20/2009,,1
2959,02/20/2009,,1
3769,02/20/2009,,1
4100,02/20/2009,,1
4169,02/20/2009,,1
3834,02/20/2009,,1
3293,02/20/2009,,1
3982,02/20/2009,,1
3728,02/20/2009,,1
3975,02/20/2009,,1
3964,02/20/2009,,1
3697,02/20/2009,,1
4084,02/20/2009,,1
4058,02/20/2009,,1
4060,02/20/2009,,1
3972,02/20/2009,,1
4085,02/20/2009,,1
4176,02/20/2009,,1
4247,02/21/2009,,1
4251,02/21/2009,,1
4253,02/21/2009,,1
4255,02/21/2009,,1
4275,02/22/2009,,1
3441,02/22/2009,,1
4298,02/22/2009,,1
3307,02/22/2009,,1
4109,02/23/2009,,1
3974,02/23/2009,,1
4115,02/23/2009,,1
4111,02/23/2009,,1
4123,02/23/2009,,1
4270,02/23/2009,,1
4271,02/23/2009,,1
4254,02/23/2009,,1
4280,02/23/2009,,1
4291,02/23/2009,,1
4293,02/23/2009,,1
4301,02/23/2009,,1
4289,02/23/2009,,1
4240,02/23/2009,,1
4214,02/23/2009,,1
4205,02/23/2009,,1
4161,02/23/2009,,1
4150,02/23/2009,,1
4149,02/23/2009,,1
4135,02/23/2009,,1
4152,02/23/2009,,1
3809,02/23/2009,,1
4056,02/23/2009,,1
3856,02/23/2009,,1
3905,02/23/2009,,1
3885,02/23/2009,,1
4317,02/23/2009,,1
3690,02/23/2009,,1
3896,02/23/2009,,1
3695,02/23/2009,,1
4032,02/23/2009,,1
4003,02/23/2009,,1
4314,02/23/2009,,1
4386,02/23/2009,,1
4143,02/23/2009,,1
4130,02/23/2009,,1
4174,02/23/2009,,1
4129,02/23/2009,,1
3950,02/23/2009,,1
4311,02/23/2009,,1
3990,02/23/2009,,1
4325,02/23/2009,,1
4184,02/23/2009,,1
4194,02/23/2009,,1
4049,02/23/2009,,1
4199,02/23/2009,,1
4146,02/23/2009,,1
4201,02/23/2009,,1
4346,02/23/2009,,1
4210,02/23/2009,,1
4276,02/23/2009,,1
3970,02/23/2009,,1
4195,02/23/2009,,1
4213,02/23/2009,,1
4294,02/23/2009,,1
4284,02/23/2009,,1
3601,02/23/2009,,1
4038,02/23/2009,,1
4062,02/23/2009,,1
4040,02/23/2009,,1
4308,02/23/2009,,1
4042,02/23/2009,,1
4342,02/23/2009,,1
3953,02/23/2009,,1
4034,02/23/2009,,1
4236,02/23/2009,,1
3642,02/23/2009,,1
4107,02/23/2009,,1
4300,02-2-2009,,1
4158,02/23/2009,,1
4045,02/23/2009,,1
4453,02/23/2009,,1
4133,02/23/2009,,1
4127,02/23/2009,,1
4134,02/23/2009,,1
3800,02/23/2009,,1
4046,02/23/2009,,1
4047,02/23/2009,,1
4279,02/23/2009,,1
4128,02/23/2009,,1
4381,02/24/2009,,1
4397,02/24/2009,,1
4246,02/24/2009,,1
4400,02/24/2009,,1
4244,02/24/2009,,1
4148,02/24/2009,,1
4203,02/24/2009,,1
4249,02/24/2009,,1
4410,02/24/2009,,1
4348,02/24/2009,,1
3672,02/24/2009,,1
4180,02/24/2009,,1
4207,02/24/2009,,1
4012,02/24/2009,,1
3819,02/24/2009,,1
4274,02/24/2009,,1
4388,02/24/2009,,1
4488,02/24/2009,,1
4209,02/24/2009,,1
4430,02/24/2009,,1
4497,02/24/2009,,1
4168,02/24/2009,,1
3976,02/24/2009,,1
4277,02/24/2009,,1
4098,02/24/2009,,1
4352,02/24/2009,,1
3612,02/24/2009,,1
4041,02/24/2009,,1
4364,02/24/2009,,1
4333,02/24/2009,,1
4323,02/24/2009,,1
4312,02-24-2009,,1
4303,02/24/2009,,1
4059,02/24/2009,,1
4142,02/24/2009,,1
4080,02/24/2009,,1
193926,02-24-2009,,1
4131,02/24/2009,,1
4103,02/24/2009,,1
4153,02/24/2009,,1
3863,02/24/2009,,1
4408,02/24/2009,,1
4188,02/24/2009,,1
4160,02/24/2009,,1
4423,02/24/2009,,1
4096,02/24/2009,,1
4387,02/24/2009,,1
4242,02/24/2009,,1
4394,02/24/2009,,1
4407,02/24/2009,,1
4208,02/24/2009,,1
4097,02/24/2009,,1
4113,02/24/2009,,1
4263,02/24/2009,,1
4243,02/25/2009,,1
4522,02/25/2009,,1
4540,02/25/2009,,1
4542,02/25/2009,,1
4543,02/25/2009,,1
3962,02/25/2009,,1
4380,02/25/2009,,1
4383,02/25/2009,,1
4264,02/25/2009,,1
4282,02/25/2009,,1
3854,02/25/2009,,1
4327,02/25/2009,,1
4295,02/25/2009,,1
4454,02/25/2009,,1
4569,02/25/2009,,1
4450,02/25/2009,,1
4479,02/25/2009,,1
4357,02/25/2009,,1
4406,02/25/2009,,1
4377,02/25/2009,,1
3911,02/25/2009,,1
4334,02/25/2009,,1
4526,02/25/2009,,1
4332,02/25/2009,,1
4181,02/25/2009,,1
4304,02/25/2009,,1
4178,02/25/2009,,1
4329,02/25/2009,,1
4564,02/25/2009,,1
4465,02/25/2009,,1
3322,02/25/2009,,1
4483,02/25/2009,,1
4316,02/25/2009,,1
4418,02/25/2009,,1
4627,02/25/2009,,1
4539,02/25/2009,,1
4581,02/25/2009,,1
4266,02/25/2009,,1
4456,02/25/2009,,1
4321,02/25/2009,,1
4165,02/25/2009,,1
4525,02/25/2009,,1
4427,02/25/2009,,1
4425,02/25/2009,,1
4570,02/25/2009,,1
4596,02/25/2009,,1
4219,02/25/2009,,1
4534,02/26/2009,,1
4663,02/26/2009,,1
4363,02/26/2009,,1
4442,02/26/2009,,1
4507,02/26/2009,,1
4343,02/26/2009,,1
4421,02/26/2009,,1
4370,02/26/2009,,1
4674,02/26/2009,,1
4536,02/26/2009,,1
4396,02/26/2009,,1
4668,02/26/2009,,1
4358,02/26/2009,,1
4472,02/26/2009,,1
4074,02/26/2009,,1
4459,02/26/2009,,1
4414,02/26/2009,,1
4055,02/26/2009,,1
4320,02/26/2009,,1
4702,02/26/2009,,1
4390,02/26/2009,,1
4557,02/26/2009,,1
4467,02/26/2009,,1
4729,02/26/2009,,1
4401,02/26/2009,,1
4607,02/26/2009,,1
4179,02/26/2009,,1
4550,02/26/2009,,1
4631,02/26/2009,,1
4624,02/26/2009,,1
4367,02/26/2009,,1
4093,02/26/2009,,1
4633,02/26/2009,,1
4259,02/26/2009,,1
4167,02/26/2009,,1
4393,02/26/2009,,1
4171,02/26/2009,,1
4265,02/26/2009,,1
4441,02/26/2009,,1
4482,02/26/2009,,1
4554,02/26/2009,,1
4563,02/26/2009,,1
4637,02/26/2009,,1
4359,02/27/2009,,1
4372,02/27/2009,,1
4577,02/27/2009,,1
4443,02/27/2009,,1
4609,02/27/2009,,1
4648,02/27/2009,,1
4687,02/27/2009,,1
4496,02/27/2009,,1
4672,02/27/2009,,1
4756,02/27/2009,,1
4684,02-27-2009,,1
4490,02/27/2009,,1
4636,02/27/2009,,1
4339,02/27/2009,,1
4336,02/27/2009,,1
4704,02/27/2009,,1
4710,02/27/2009,,1
4696,02/27/2009,,1
4392,02/27/2009,,1
4313,02/27/2009,,1
4238,02/27/2009,,1
4713,02/27/2009,,1
4309,02/27/2009,,1
4759,02/27/2009,,1
4597,02/27/2009,,1
4415,02/27/2009,,1
4573,02/27/2009,,1
4666,02/27/2009,,1
4576,02-27-2009,01/27/2012,0
4583,02/27/2009,,1
4661,02/27/2009,,1
4444,02/27/2009,,1
4580,02/27/2009,,1
4805,02/27/2009,,1
4551,02/27/2009,,1
4813,02/27/2009,,1
4587,02/27/2009,,1
4622,02/27/2009,,1
4669,02/27/2009,,1
4682,02/27/2009,,1
4792,02/27/2009,,1
4545,02/27/2009,,1
4824,02/27/2009,,1
4137,02/27/2009,,1
4605,02/27/2009,,1
3968,02/27/2009,,1
3332,02/27/2009,,1
4556,02/27/2009,,1
4685,02/27/2009,,1
4806,02/28/2009,,1
4812,02/28/2009,,1
4555,02/28/2009,,1
4771,03/1/2009,,1
4770,03/1/2009,,1
4767,03/1/2009,,1
4742,03/1/2009,,1
4737,03/1/2009,,1
4589,03/1/2009,,1
4727,03/1/2009,,1
4714,03/1/2009,,1
4683,03/1/2009,,1
4679,03/1/2009,,1
4678,03/1/2009,,1
4615,03/1/2009,,1
4613,03/1/2009,,1
4599,03/1/2009,,1
4762,03/1/2009,,1
4697,03/1/2009,,1
4591,03/1/2009,,1
4606,03/1/2009,,1
4593,03/1/2009,,1
4578,03/1/2009,,1
4612,03/1/2009,,1
4431,03/1/2009,,1
4846,03/2/2009,,1
4513,03/2/2009,,1
4470,03/2/2009,,1
4315,03/2/2009,,1
4463,03/2/2009,,1
4484,03/2/2009,,1
4493,02-27-2009,,1
4652,03/2/2009,,1
4660,03/2/2009,,1
4707,03/2/2009,,1
4715,03/2/2009,,1
4731,03/2/2009,,1
4785,03/2/2009,,1
4851,03/2/2009,,1
4094,03/2/2009,,1
4691,03/2/2009,,1
4468,03/2/2009,,1
4653,03/2/2009,,1
4873,03/2/2009,,1
4857,03/2/2009,,1
4841,03/2/2009,,1
4590,03/2/2009,,1
4796,03/2/2009,,1
4783,03/2/2009,,1
4832,03/2/2009,,1
4781,03/2/2009,,1
4749,03/2/2009,,1
4820,03/2/2009,,1
4700,03/2/2009,,1
4530,03/2/2009,,1
4776,03/2/2009,,1
4013,03/2/2009,,1
4898,03/2/2009,,1
4848,03/2/2009,,1
4775,03/2/2009,,1
4928,03/2/2009,,1
4475,03/2/2009,,1
4840,03/2/2009,,1
4855,03/2/2009,,1
4853,03/2/2009,,1
4462,03/2/2009,,1
4795,03/2/2009,,1
4752,03/2/2009,,1
4399,03/2/2009,,1
4747,03/2/2009,,1
4735,03/2/2009,,1
4673,03/2/2009,,1
4412,03/2/2009,,1
4426,03/2/2009,,1
4048,03/2/2009,,1
4518,03/2/2009,,1
4602,03/2/2009,,1
3156,03/2/2009,,1
4448,03/2/2009,,1
4559,03/2/2009,,1
4866,03/3/2009,,1
4025,03/3/2009,,1
4516,03/3/2009,,1
4863,03/3/2009,,1
4814,03/3/2009,,1
4362,03/3/2009,,1
4822,03/3/2009,,1
4546,03/3/2009,,1
4831,03/3/2009,,1
3985,03/3/2009,,1
4189,03/3/2009,,1
3763,03/3/2009,,1
4938,03/3/2009,,1
4361,03/3/2009,,1
4586,03/3/2009,,1
4808,03/3/2009,,1
4924,03/3/2009,,1
4736,03/3/2009,,1
4962,03/3/2009,,1
4705,03/3/2009,,1
4690,03/3/2009,,1
4703,03/3/2009,,1
4561,03/3/2009,,1
4594,03/3/2009,,1
4650,03/3/2009,,1
4562,03/3/2009,,1
4722,03/3/2009,,1
4754,03/3/2009,,1
4635,03/3/2009,,1
4565,03/3/2009,,1
4634,03/3/2009,,1
4350,03/3/2009,,1
4886,03/3/2009,,1
4733,03/3/2009,,1
4990,03/3/2009,,1
4883,03/3/2009,,1
4698,03/3/2009,,1
5002,03/3/2009,,1
4974,03/3/2009,,1
4760,03/3/2009,,1
4402,03/3/2009,,1
4743,03/3/2009,,1
4927,03/3/2009,,1
4867,03/3/2009,,1
4305,03/3/2009,,1
3949,03/3/2009,,1
4618,03/4/2009,,1
4688,03/4/2009,,1
4510,03/4/2009,,1
4680,03/4/2009,,1
4777,03/4/2009,,1
4895,03/4/2009,,1
4619,03/4/2009,,1
4876,03/4/2009,,1
4621,03/4/2009,,1
4875,03/4/2009,,1
5005,03/4/2009,,1
4365,03/4/2009,,1
4640,03/4/2009,,1
4641,03/4/2009,,1
4706,03/4/2009,,1
5008,03/4/2009,,1
5006,03/4/2009,,1
4079,03/4/2009,,1
4732,03/4/2009,,1
4817,03/4/2009,,1
4821,03/4/2009,,1
4829,03/4/2009,,1
4919,03/4/2009,,1
4639,03/4/2009,,1
4896,02-27-2009,,1
4899,03/4/2009,,1
4725,03/4/2009,,1
4905,03/4/2009,,1
4933,03/4/2009,,1
4935,03/4/2009,,1
4998,03/4/2009,,1
4694,03/5/2009,,1
4716,03/5/2009,,1
4778,03/5/2009,,1
5021,03/5/2009,,1
4780,03/5/2009,,1
5143,03/5/2009,,1
4738,03/5/2009,,1
4968,03/5/2009,,1
5018,03/5/2009,,1
4779,03/5/2009,,1
4793,03/5/2009,,1
4351,03/5/2009,,1
4920,03/5/2009,,1
5020,03/5/2009,,1
4730,03/5/2009,,1
4948,03/5/2009,,1
4797,03/5/2009,,1
4923,03/5/2009,,1
4170,03/5/2009,,1
5010,03/5/2009,,1
4432,03/5/2009,,1
4433,03/5/2009,,1
4654,03/5/2009,,1
4993,03/5/2009,,1
5016,03/5/2009,,1
5071,03/5/2009,,1
4844,03/5/2009,,1
4758,03/5/2009,,1
4872,03/5/2009,,1
4843,03/5/2009,,1
4445,03/5/2009,,1
4858,03/5/2009,,1
4789,03/5/2009,,1
4874,03/5/2009,,1
4999,03/5/2009,,1
5094,03/5/2009,,1
4932,03/5/2009,,1
4755,03/6/2009,,1
5034,03/6/2009,,1
5030,03/6/2009,,1
4929,02-27-2009,,1
4827,03/6/2009,,1
4075,03/6/2009,,1
5033,03/6/2009,,1
4505,03/6/2009,,1
4882,03/6/2009,,1
4981,03/6/2009,,1
5023,03/6/2009,,1
3649,03/6/2009,,1
4951,03/6/2009,,1
4902,03/6/2009,,1
5117,03/6/2009,,1
5048,03/6/2009,,1
4099,03/6/2009,,1
4903,03/6/2009,,1
4807,03/6/2009,,1
5035,03/6/2009,,1
5082,03/6/2009,,1
5183,03/6/2009,,1
5182,03/6/2009,,1
4360,03/6/2009,,1
5050,03/6/2009,,1
4860,03/6/2009,,1
4906,03/6/2009,,1
4939,03/6/2009,,1
5024,03/6/2009,,1
5185,03/6/2009,,1
4940,03/6/2009,,1
4889,03/6/2009,,1
5121,03/6/2009,,1
4798,03/6/2009,,1
5067,03/6/2009,,1
5235,03/6/2009,,1
5201,03/6/2009,,1
5055,03/6/2009,,1
5064,03/6/2009,,1
5047,03/6/2009,,1
4997,03/6/2009,,1
5144,03/6/2009,,1
4517,03/6/2009,,1
4881,03/6/2009,,1
5073,03/6/2009,,1
4721,03/6/2009,,1
4960,03/6/2009,,1
5065,03/6/2009,,1
5136,03/6/2009,,1
5265,03/7/2009,,1
1897,03/7/2009,,1
5049,03/7/2009,,1
5095,03/7/2009,,1
5264,03/8/2009,,1
5269,03/8/2009,,1
5158,03/8/2009,,1
5154,03/8/2009,,1
5164,03/8/2009,,1
5124,03/8/2009,,1
5153,03/8/2009,,1
4592,03/8/2009,,1
4600,03/8/2009,,1
4681,03/8/2009,,1
5283,03/9/2009,,1
5263,03/9/2009,,1
5274,03/9/2009,,1
5282,03/9/2009,,1
4917,03/9/2009,,1
5213,03/9/2009,,1
5304,03/9/2009,,1
4965,03/9/2009,,1
5249,03/9/2009,,1
5276,03/9/2009,,1
5270,03/9/2009,,1
5262,03/9/2009,,1
4790,03/9/2009,,1
5181,03/9/2009,,1
3663,03/9/2009,,1
4887,03/9/2009,,1
5133,03/9/2009,,1
4095,03/9/2009,,1
4937,03/9/2009,,1
4976,03/9/2009,,1
4979,03/9/2009,,1
4964,03/9/2009,,1
5037,03/9/2009,,1
4963,03/9/2009,,1
4815,03/9/2009,,1
5097,03/9/2009,,1
4975,03/9/2009,,1
5040,03/9/2009,,1
5194,03/9/2009,,1
5215,03/9/2009,,1
5160,03/9/2009,,1
5229,03/9/2009,,1
4978,03/9/2009,,1
5196,03/9/2009,,1
5054,03/9/2009,,1
5060,03/9/2009,,1
5130,03/9/2009,,1
5111,03/9/2009,,1
5135,03/9/2009,,1
5166,03/9/2009,,1
5202,03/9/2009,,1
