etid,status
14883,0
15271,1
5068,1
17687,1
17339,1
14126,1
13896,1
5262,1
14783,1
8456,1
12845,1
18064,1
12786,0
16731,1
18040,1
18098,1
17197,0
18100,1
11755,1
18102,1
17914,0
9200,1
17990,1
11923,1
7385,1
10190,0
468046,1
18060,1
18108,1
18109,1
18110,1
14272,0
16171,1
17907,1
16012,1
17905,1
17225,1
7773,1
18118,0
441951,1
441956,1
13532,1
17616,1
18049,1
18123,1
17888,1
18127,1
981,1
18111,1
200736,1
18130,1
16533,1
56160,1
424146,1
466226,1
18136,1
17338,1
18137,1
18138,1
18140,1
15685,1
4595,0
18150,1
15821,1
388886,4
18159,1
17693,1
15944,1
18029,1
13492,1
626,1
401976,1
451457,1
14091,1
15706,1
14705,1
18125,1
9754,0
17787,0
18129,1
15005,1
10999,1
18172,1
6925,1
13942,0
17245,1
11252,1
10925,1
17779,1
14614,1
1745,0
1951,0
726,0
18169,1
16642,1
14654,1
17808,1
17568,1
18168,1
18032,1
941,1
17783,1
12173,1
7894,1
14830,0
526,0
18180,1
14986,1
14564,1
18183,1
16068,1
18186,1
7745,1
18815,1
5241,1
18188,1
13336,0
17184,1
11566,1
14968,1
54507,1
409786,1
14075,1
169941,0
17962,0
17707,1
479616,1
9860,1
16606,1
17505,1
4470,1
18191,1
17416,1
46720,1
398381,1
398386,1
430396,1
17748,1
14472,1
17638,1
324,1
17183,1
11436,0
15021,1
17129,1
1803,1
17853,1
18033,1
18015,1
15107,1
17597,1
17647,1
17008,1
18177,1
18085,1
8932,1
15765,1
17448,1
17807,1
1031,0
18128,0
27239,1
43444,1
11152,0
365756,1
467546,1
18199,1
18201,1
12018,2
17461,2
18131,1
16997,1
444777,1
8008,1
17198,1
7710,1
15079,1
13933,0
15229,1
18010,1
62856,1
15902,1
6485,1
16505,0
18206,1
18207,1
18208,1
11555,1
3579,1
18211,1
13955,1
16522,2
16656,1
16400,1
7646,1
18219,1
18222,1
18225,1
18205,1
18237,1
18240,1
18241,1
17398,0
12479,1
15524,1
18250,1
388881,4
18214,1
18260,1
18261,0
16380,1
18148,1
18267,1
18270,1
14707,1
18249,1
15661,1
15814,1
17729,1
17512,1
18288,1
8787,0
17474,1
18291,0
43445,1
430676,1
18293,1
15476,1
18294,1
18295,1
17847,1
18263,1
17501,1
18297,1
13493,1
18278,1
12287,1
18262,1
18306,1
16299,0
42146,0
53563,0
17619,1
4539,1
16242,1
18312,1
18313,1
18302,1
18316,1
15378,1
47388,1
410231,1
410236,1
17548,1
329996,1
16081,1
17996,1
17742,1
18054,1
12816,1
16343,1
15102,1
12770,0
39572,0
17750,1
15711,1
12492,0
11439,1
4991,2
15602,1
13882,1
14657,1
18196,0
4790,1
3794,1
15500,1
15170,1
18247,1
17536,0
18209,1
18303,1
8961,1
12480,1
17871,1
18027,1
6135,1
17697,1
24103,1
18059,1
15436,1
5215,1
15280,1
18132,1
18315,1
17537,1
18319,1
5528,1
8076,1
8025,1
18324,0
18325,1
18326,1
18320,1
472,1
2888,1
18321,1
159546,1
13909,1
3562,0
276441,0
433366,0
12131,1
16512,1
16420,1
15015,1
11343,1
18246,1
17273,1
455097,1
13974,1
18336,1
18337,1
18338,1
6460,1
18339,1
17257,1
281236,1
18348,1
1096,1
17232,1
18356,1
4615,1
18271,1
2638,1
18361,1
18104,1
16651,1
4422,0
4695,1
16618,1
13858,1
65948,1
17709,1
13222,0
16627,1
15913,1
12052,1
9886,0
17359,1
18257,1
8833,1
12987,1
5265,1
420306,1
4547,0
5545,1
18364,1
18365,1
18368,1
13464,1
5206,1
18282,1
18068,1
17466,1
18309,1
17726,0
16982,1
8014,1
310426,0
18335,1
5031,0
655,1
18357,0
18063,1
15592,1
388876,4
2427,1
14338,1
10871,1
17727,1
120841,0
18120,1
120871,1
16528,1
18259,1
17758,1
17497,1
41801,1
4000,0
340651,0
18377,1
18382,1
2483,1
3673,1
18398,1
18238,1
18400,1
10201,0
15092,0
41391,1
18404,1
18408,1
18411,1
18415,1
18416,1
10440,1
18429,0
388871,4
18434,1
18435,1
18443,0
18442,0
18444,1
394196,1
394201,1
18341,1
13961,1
18447,1
388866,4
18450,1
18226,1
388861,4
18345,1
18470,1
18243,1
977,0
18483,1
18485,1
14818,1
18487,1
18489,1
18491,0
18112,1
8271,1
16737,1
13288,1
6880,0
446537,4
5433,0
17946,1
5126,1
18165,1
14137,1
18464,1
13741,1
18158,1
18354,0
18506,1
16425,1
18343,1
18390,1
18512,1
18513,1
18407,1
17745,1
18516,1
11474,0
17367,0
272,0
4451,0
18519,1
16301,1
12898,1
18523,1
18528,1
17928,1
17278,1
18454,0
16035,1
360731,1
18490,1
18507,1
18520,1
362601,1
18269,0
363781,1
380336,1
18535,1
13295,1
16439,1
18537,1
17351,1
18004,0
18301,1
17431,1
18538,1
18488,1
18539,1
18455,1
18543,1
36149,1
17311,1
16378,1
10690,0
16135,1
18481,1
326146,0
14310,1
5153,1
15071,0
17192,2
17607,1
1488,1
18231,1
18549,1
388856,4
18014,1
18556,0
18557,1
17654,1
18558,1
18533,1
44399,1
18562,0
9381,1
18566,1
18569,1
8431,1
18570,1
18572,1
18574,1
18452,1
18525,1
18577,1
13867,0
449162,0
15900,1
2941,1
18582,0
18584,1
15235,1
18592,1
18593,1
18594,0
18567,1
17627,0
18608,1
11407,1
13473,0
100136,3
9000,0
1556,1
18524,1
18614,0
18615,1
244026,0
17328,1
18555,1
37416,1
3975,1
18609,0
13107,1
2942,1
374776,1
18629,0
18631,1
3450,1
17784,1
18633,0
412886,0
18634,0
18441,0
13603,1
18637,1
1797,1
17599,1
5358,0
18642,1
18498,1
18650,1
18651,1
5593,0
18653,0
299361,1
418361,1
18658,1
18667,1
34062,1
9465,0
18591,1
18617,0
18352,0
14470,0
18397,1
17400,1
12275,1
18669,1
18648,0
15142,1
194176,4
5395,1
28147,1
4949,1
1416,1
18215,1
10092,1
15308,1
555,1
10773,1
18600,1
18194,1
68494,1
388851,4
17378,1
13043,1
63716,1
18099,1
17572,1
15667,1
18682,1
18684,0
13638,0
18690,1
15844,1
16422,1
18696,1
16248,1
18698,1
5640,1
37961,1
18700,1
7754,1
18703,1
7252,0
16639,1
388846,4
18706,1
43710,1
18708,1
18709,1
14938,1
4333,1
17091,1
18714,1
18716,1
18723,1
18726,1
3870,1
3356,1
18730,1
18733,1
1165,1
18417,1
18735,0
18737,1
18717,1
435506,0
18671,1
17947,1
2892,0
18727,1
18715,1
16014,0
4754,1
18740,1
375886,0
18743,1
18744,1
18745,1
18748,1
18749,1
18751,1
18756,1
16258,0
18724,1
18187,1
11094,1
18763,1
18596,1
18767,1
26228,1
14143,2
18770,1
18771,1
18772,1
18774,1
18776,0
16984,1
18379,1
18782,1
18786,1
15523,1
12319,1
72031,1
18413,0
18346,1
17620,1
37270,1
18660,1
18790,1
18791,1
18793,1
909,0
18795,1
18796,1
18147,1
4990,1
18037,0
8669,1
1943,1
18779,1
13809,0
18787,1
18287,1
16995,1
188421,1
18781,1
16582,1
16970,1
18474,1
18265,1
4555,1
4797,1
18213,1
18784,1
18252,1
13207,0
18797,1
9920,0
18747,1
17968,1
2922,1
450,0
234,1
39477,1
16243,1
18777,1
18759,1
18143,1
17090,1
17010,1
18695,1
18160,1
18251,1
18627,0
8086,1
447687,1
18693,1
18802,1
36158,1
62220,1
18813,1
18818,1
18819,1
18822,1
18823,1
157196,1
491926,1
496281,1
484947,6
12012,1
18827,1
6347,1
18812,1
18832,1
18699,0
18839,0
18840,1
18842,1
18847,0
18573,1
18725,1
18856,1
18857,1
11903,1
18864,1
18863,1
18865,1
18867,1
18869,1
18870,1
15923,1
18877,1
18678,0
18882,1
18021,1
18289,1
16341,1
36345,1
487962,6
18886,1
18888,1
18868,1
18891,1
15517,1
18895,1
18692,1
18899,1
17439,1
18804,1
18221,1
18459,1
18903,1
18907,1
18908,1
18805,1
18910,0
2478,1
18896,1
72219,1
18372,1
18921,1
10958,1
18841,1
18817,1
18930,1
18931,1
18406,1
18934,0
18884,1
18936,0
18938,1
18939,1
1370,0
18946,1
18951,1
18814,1
45836,1
17120,1
18917,1
18955,1
18957,1
14482,1
18871,1
18960,1
16648,1
18941,1
18904,1
18887,1
252631,1
415131,1
11115,0
388841,4
17127,1
18890,1
15474,1
18720,1
412286,2
12501,1
364046,1
17880,1
18181,1
14500,1
18964,1
18965,1
18966,1
63520,1
18911,1
16701,1
365201,1
18355,1
18721,1
16196,1
14223,1
18808,0
18885,1
15890,1
18913,0
18371,1
18973,1
18107,1
18956,1
6823,1
18987,1
16992,1
7475,0
18635,1
18993,1
18994,1
18997,1
19000,1
18193,0
19007,1
19013,1
19014,1
11072,1
17926,1
19001,0
12053,1
19018,0
19020,1
19021,1
16249,1
30872,1
213951,1
19023,1
17866,1
18983,1
19030,1
17685,1
19031,1
19039,1
3337,1
19041,1
19043,0
325061,0
439426,1
19044,1
19046,1
11433,1
19049,1
18996,0
18736,1
19017,1
19052,1
19053,1
388836,4
19057,1
19059,1
19061,1
18961,1
19063,0
19064,1
19070,1
18992,1
19056,1
19002,1
15781,1
18830,1
19071,1
299891,1
313491,1
19012,1
17906,1
15117,1
19005,1
16835,1
19082,1
19083,0
19086,1
19087,1
388831,0
19090,1
19091,0
52217,0
19073,0
17664,0
19095,1
325281,1
331216,1
18962,1
19098,1
17666,1
8530,1
19101,1
407676,1
19107,1
388826,4
17851,1
19110,1
18101,1
17830,1
19099,1
19062,1
15479,1
18963,0
14854,1
18968,1
18161,1
18872,1
19076,1
12073,1
8646,1
6428,1
18722,0
6798,0
60574,0
15468,1
19011,1
18807,1
69236,1
242646,1
379801,1
206011,0
372491,0
372501,1
3462,1
13949,1
8824,1
18353,0
18511,1
16264,1
8455,1
17724,1
3094,1
13920,1
17476,0
226331,0
444427,1
18089,1
18647,1
15056,0
2873,1
58593,2
19112,1
19113,1
19115,1
60323,1
485222,6
19123,1
18878,1
19128,1
19129,1
18586,1
19130,1
10379,0
34823,0
35827,0
14728,2
18662,1
5529,1
15334,1
45114,1
476741,6
18431,0
174206,1
15717,1
17335,1
14326,1
11395,0
207,0
650,0
17943,1
18581,1
143891,1
19029,1
19118,0
11885,1
18220,1
18850,0
17824,1
18392,1
15549,1
18055,1
2533,1
15466,1
15184,1
19119,1
17840,1
29219,1
60004,1
17047,1
18453,1
18846,1
18799,1
30019,1
14983,1
18253,1
19037,1
17677,1
18565,0
466471,0
14767,1
17290,1
325736,0
19114,1
16426,1
23732,1
16075,1
304591,1
489462,1
489467,1
19137,1
18901,1
12653,1
5939,0
42184,0
61729,1
136071,1
488132,1
488207,1
15822,1
18675,1
15125,1
12625,1
17857,1
17865,0
11629,1
58644,1
18422,1
8018,0
19139,1
6961,0
18862,1
137141,1
19143,0
19151,1
184386,0
19159,1
19158,1
19164,1
18554,1
36306,1
19171,1
19176,1
19175,1
19177,1
18838,1
13192,1
19178,1
19183,1
18824,1
19186,1
18990,1
19192,1
19198,1
19200,1
19201,1
19196,1
19207,1
19209,1
19182,1
19215,1
19216,1
19220,1
19222,1
19224,1
7351,0
13901,0
130631,0
19226,1
17075,1
23340,1
17768,0
19231,1
19232,1
19214,1
3881,1
19235,1
11732,1
19236,1
19237,1
19241,1
19252,0
19194,1
19126,1
19187,1
19260,1
15834,1
19264,1
18227,1
18305,1
18494,1
3008,1
19267,1
19268,0
388821,4
14532,1
4207,1
11346,1
7095,1
19256,1
16584,0
38839,0
15604,1
18858,1
19277,1
19272,1
19278,0
19279,1
11461,1
63469,1
19258,1
18473,1
18375,1
9014,1
19281,1
14886,1
19282,1
5667,1
18602,0
19166,1
2627,0
19274,1
5079,0
18926,1
2522,1
19145,1
19276,1
16794,1
13950,1
437676,1
19184,1
18995,1
18688,1
367331,0
18915,1
19205,0
17793,1
18509,0
19285,1
2795,1
16452,1
17735,1
16371,1
19294,1
18248,1
19121,1
6786,1
388816,4
18286,1
484962,6
10334,1
18612,1
152981,0
18486,1
18182,1
9063,1
19283,1
19296,1
63787,1
18446,0
19189,1
19297,1
15981,1
478086,6
18583,1
19304,1
19307,1
19309,1
19310,1
19311,1
18950,0
18697,1
19320,1
19321,0
14775,0
16496,1
462566,1
19328,1
19331,1
19342,1
16644,1
19300,1
19233,1
19349,1
19313,1
19350,1
19351,1
19352,0
19329,1
18167,1
19354,0
5324,1
19355,1
18578,1
19358,1
16601,1
19363,1
19364,1
18702,0
19323,1
2279,0
15818,1
40981,1
18314,1
40000,1
19125,1
19374,1
36197,1
18530,1
19377,1
136911,3
19383,1
19388,1
19239,1
19395,1
12649,1
19357,1
13706,1
7030,1
14802,1
19135,1
16383,1
18618,1
6300,1
15341,1
19167,1
57035,1
465956,1
235206,1
11183,1
18427,0
19406,0
19408,1
19410,1
19411,1
18266,1
17722,1
12271,1
14797,1
17106,1
17268,1
18333,1
17953,1
19413,0
19414,1
8375,0
18141,1
19421,1
19422,1
371841,4
19439,1
19436,1
193301,1
7861,1
19449,1
17196,1
9107,1
19455,1
19451,1
19463,1
19466,1
17168,1
19469,1
18909,1
19465,1
3307,1
19474,1
19476,0
18929,1
1627,1
19480,1
390771,1
19447,1
62480,1
19484,1
13684,1
18072,1
19485,1
19490,1
19496,1
18849,1
19500,1
13139,1
19510,1
19513,1
19517,1
19519,1
17979,1
19520,1
19174,1
19009,1
19010,1
19527,1
19326,1
19530,1
19533,1
388811,4
15351,1
14035,1
19538,1
19542,1
19541,0
10497,1
19543,1
19545,1
19550,1
18925,1
19552,1
19423,1
19424,1
15688,1
12145,1
19072,1
19068,1
19556,1
19559,1
19561,1
19563,1
19564,1
10270,1
19369,1
18940,1
19566,1
19417,1
18189,1
9052,1
31946,1
7203,1
19008,1
19245,0
15068,1
18979,1
19333,1
18384,0
14679,1
19392,1
16954,1
19404,1
19445,1
19579,1
19259,1
19586,1
19587,1
19588,1
19589,1
19591,1
19598,1
19266,1
19605,1
19606,1
19610,1
19599,0
19611,1
18713,1
19622,1
19623,1
19582,1
19619,1
19626,1
19627,1
19631,1
19636,0
14104,1
19640,1
19644,1
19648,1
19649,1
19655,1
19657,1
29902,1
18977,1
18026,1
19659,1
19661,1
19653,1
19551,1
18659,1
19608,1
19664,0
1486,1
56138,1
18792,2
19667,1
490927,1
19616,1
6115,1
19572,1
165926,0
19344,1
19677,1
19418,1
19680,1
19670,1
19228,1
19669,1
10886,1
17538,1
478,0
19690,1
19674,1
19672,1
14932,1
18437,1
13236,1
18773,1
19464,1
19699,0
19574,1
19700,0
19695,1
19701,1
18778,1
19666,1
19703,0
17796,0
456036,1
18465,1
19359,1
15642,1
19489,0
19293,1
19442,1
19462,1
19708,1
6250,1
19709,0
343096,1
19711,1
3895,0
459421,1
19450,1
7665,1
19710,1
19430,1
18561,1
19715,1
19707,1
19722,1
19724,1
19512,1
19728,1
19729,1
19380,1
19733,1
19732,0
19736,1
19739,0
19740,1
19742,0
19741,1
19743,1
19575,0
19750,1
19756,1
19758,1
19759,0
19536,0
7061,1
18919,1
19190,1
19717,1
19765,1
18344,1
19767,1
19773,1
1622,1
10519,1
30998,1
42139,1
62172,1
120131,1
205236,1
485177,6
19714,1
19663,1
39000,1
19784,1
19788,1
7001,0
358176,0
10424,1
19790,1
19793,1
9243,1
19386,1
16873,1
19775,1
19688,1
14979,1
18496,1
46944,1
19795,1
19797,1
135581,1
19332,1
19799,1
17356,1
18041,1
19565,0
486757,8
6911,0
19638,0
19778,1
16611,1
16812,1
18585,1
19781,1
19558,1
19665,1
19403,1
19800,1
18394,1
19697,1
12861,1
148831,1
16234,1
18526,1
17684,1
19368,1
227,1
18876,1
18932,1
8261,0
11487,0
62241,1
19390,1
19803,1
16060,1
19540,1
19440,1
19529,1
6759,0
14698,0
29877,0
40776,1
19777,1
19807,1
19809,1
19810,1
19813,1
19225,1
17330,1
15457,1
18198,1
19593,1
67162,1
17576,0
2858,0
151361,0
166896,0
19817,1
19819,1
15679,1
18460,1
18096,1
19821,1
18742,1
19822,1
17069,1
18801,1
17767,1
18734,1
18432,1
8813,1
19818,1
58010,1
19075,1
32690,1
19727,1
19298,1
161386,1
18575,1
19804,1
16828,1
15831,1
17701,1
14852,1
19660,1
19635,1
19826,0
19163,1
18439,1
74721,1
18976,1
16600,1
19829,1
19367,1
17411,1
19772,1
5822,1
19539,1
19381,1
16866,1
19830,1
19834,1
19836,1
15469,1
13822,1
2621,1
19844,1
1946,1
138911,1
18873,1
19833,1
19849,1
19850,1
19851,1
19852,1
17119,1
19853,1
19855,1
19857,1
19858,0
19861,1
19856,1
27379,1
301181,1
397231,1
397236,1
311636,2
19866,1
19869,1
19760,1
18106,1
19873,1
19879,1
12639,1
19882,1
19884,0
19754,1
19887,1
19895,1
19901,1
19906,1
16054,1
19921,1
19923,1
6483,1
19930,1
19933,1
19934,1
19034,1
19936,1
19938,0
19939,0
19941,1
19950,1
19952,1
19953,1
19958,1
19961,1
19962,1
19963,1
19957,1
19964,1
19787,1
8810,1
19968,1
10339,1
18590,1
19975,1
19918,1
19825,1
1651,1
19526,1
19985,1
19372,0
352626,0
18119,1
19989,1
19689,1
19990,1
18732,1
6505,1
12414,0
18016,1
20000,1
19999,1
20001,1
19525,1
19837,1
17380,1
388806,4
20011,0
254686,4
15168,1
20019,1
20021,1
20023,1
20024,1
19744,1
20025,1
20026,1
15568,1
74125,1
19982,1
14122,1
19828,1
17446,1
19719,1
20029,1
19994,1
14297,1
19594,1
19737,1
14399,1
19892,1
19824,1
19943,1
19966,1
19365,1
13451,1
19954,1
19546,1
19698,1
2364,1
20032,1
19947,0
20006,1
6453,0
32314,1
400381,4
20012,1
20039,1
18559,1
20050,1
20055,1
20056,1
20059,0
20068,1
371086,1
388801,4
9110,1
20075,1
20084,1
20086,1
20089,1
19416,1
20093,1
20094,1
20099,1
20083,1
20103,1
20107,1
20106,1
20113,1
20117,1
20122,1
20126,1
20127,1
20092,1
19712,1
20132,1
72328,1
20133,0
20136,1
20135,1
20137,1
9732,1
20140,1
19240,1
20118,1
19318,1
20044,1
476796,6
140616,0
20123,0
19415,1
20040,1
12514,1
19188,1
6909,1
20036,0
10271,1
6285,0
17200,1
20121,1
19924,1
17773,1
14579,1
19976,1
8092,1
369026,0
20148,1
20149,1
43299,1
43300,1
396376,1
486222,6
20154,1
480996,1
19617,1
20158,1
20159,1
20160,1
20163,1
20171,1
19919,1
20173,1
20183,1
20185,1
20186,1
20134,1
467231,4
20129,1
25243,1
19487,1
20191,1
20194,1
20195,0
61560,0
20196,1
20178,1
18232,1
394291,0
20102,1
394286,1
1446,0
19702,0
129716,0
231721,0
20022,1
19681,1
20190,1
13700,1
5647,1
16814,1
12571,1
19875,1
19841,1
14919,1
18113,1
20201,1
20206,0
456401,1
15615,1
20211,1
273931,0
10023,1
20220,0
18630,0
20226,1
181711,1
258996,3
19967,1
20233,1
20234,0
20235,0
20236,1
20237,1
20239,1
20241,1
15065,1
20245,1
318941,1
20246,1
20248,1
19951,1
20254,2
20255,1
2989,1
20259,1
8518,0
20266,1
19791,1
44513,1
20272,1
20277,1
20279,1
20280,1
20282,1
20283,1
20285,1
20275,1
19862,1
20268,1
20287,1
13271,1
368456,3
20290,1
19847,1
20297,1
20301,1
11141,0
20303,1
189191,0
20304,1
17746,1
20306,1
20307,1
20308,1
20314,1
20315,1
20043,0
18691,1
18135,1
20326,1
16457,1
20327,1
19876,1
20295,1
19916,1
19973,0
15705,1
20192,1
15046,1
19979,1
20313,1
16251,1
19532,1
7354,1
15189,1
20131,1
31394,0
138831,0
138836,1
329596,1
20310,1
438201,4
20334,1
20337,1
20338,1
16878,1
20164,1
20281,1
20349,1
20351,1
19877,0
20356,1
20360,1
20359,1
20361,1
20366,1
20365,1
20369,0
20375,1
20378,0
20379,1
20382,0
19319,1
20385,1
19915,1
20387,1
20331,1
19683,1
20391,1
17166,1
20394,1
3423,1
20396,1
20400,1
20399,1
20401,0
6895,1
26591,1
969,1
8752,1
20404,1
20406,1
20410,1
16083,1
132781,1
52632,2
8662,1
20416,1
17019,0
20419,0
20424,1
20426,1
159601,1
422476,1
20429,0
20431,1
20432,1
18521,1
46769,1
20436,1
815,1
17902,1
20101,1
20440,0
20439,1
20442,1
20443,1
20445,1
20188,1
20340,1
20447,1
20353,1
20423,1
15740,1
20451,1
18122,1
20407,1
14427,1
20455,1
19269,1
20243,1
15691,1
20320,1
20460,1
388796,4
183381,0
184701,0
20465,1
19434,1
20466,1
19173,1
8741,1
70877,1
19105,1
20470,1
125461,1
18381,1
12246,1
27572,1
12332,1
15780,0
419701,0
20305,1
449497,1
20471,1
20317,1
20474,1
3610,1
20477,1
20478,1
20479,1
20414,1
479657,1
20034,1
16335,1
19928,1
71089,1
385266,1
18942,1
14400,1
19603,1
20269,1
12430,1
20372,1
20413,1
20042,1
67816,1
19255,1
17342,1
20333,1
19969,1
14902,0
20398,1
20484,1
20485,1
20358,1
20487,1
20150,1
20005,1
4446,0
1554,1
461176,1
462381,1
20493,0
20495,1
20500,1
20504,1
20505,1
20510,1
20513,1
20499,1
63563,1
20515,1
20516,1
20520,1
20524,0
328891,0
20526,1
20530,1
20532,1
20533,1
25942,1
20534,1
20535,1
20536,1
20537,1
175106,1
465981,1
20539,1
20541,0
20543,1
20544,1
20546,1
20548,1
11422,1
14828,1
20559,1
20176,1
19998,1
20563,1
20565,1
20566,1
20569,1
20570,1
16247,0
20577,1
20578,1
18458,1
20580,1
387381,1
411741,1
457246,1
20582,1
20567,1
20547,1
29284,1
20583,1
20096,1
20587,1
20589,1
20049,0
20593,1
20038,1
13723,1
20435,2
20390,1
20556,0
370361,0
20260,1
20596,1
20523,1
386211,1
386221,1
18719,1
20604,1
20276,1
20609,0
23603,1
20473,1
19913,1
38636,1
20612,1
20617,1
20109,1
20069,1
20498,1
19289,1
20631,1
5234,1
20639,1
20347,1
20652,0
20517,1
25213,1
20619,1
20658,1
20659,1
20661,1
20662,1
20576,0
63345,1
4414,1
20663,1
11120,1
20174,1
19798,1
20670,1
20321,1
20377,1
12946,1
18550,0
8922,1
4179,1
17950,1
9631,0
20261,1
20395,1
163586,1
260166,1
2087,1
20146,1
11510,0
20627,1
20514,1
28231,1
20467,1
20256,0
1657,0
20053,1
35061,1
20651,1
13852,1
20166,1
5565,1
444022,1
20309,1
33075,1
19896,1
15260,1
20490,1
20393,1
312221,1
20571,1
388791,4
20409,1
13524,1
2583,0
20444,1
18197,1
6452,0
20208,1
2562,1
17178,1
379716,1
20438,1
17951,1
20625,1
19914,1
18806,0
18927,1
20608,0
18497,1
20244,1
14612,1
22222,1
13165,1
17910,1
20425,1
20529,1
19471,1
17267,1
17795,0
11143,1
20433,1
20119,1
366516,0
367466,1
18173,0
20035,1
40359,1
19946,1
20657,1
15124,0
20316,1
9727,1
20558,1
1390,1
20590,1
17252,1
1920,1
13023,0
14702,0
430356,1
20672,1
20600,1
20142,0
67457,1
19457,1
1975,0
18088,1
204106,1
7556,1
20649,1
20683,1
12469,1
20688,1
20692,1
10283,1
20695,1
20697,1
20702,1
20708,1
20698,1
20710,1
20723,0
20725,1
20726,1
20732,1
20735,1
20738,1
19643,0
10248,1
20711,1
20748,1
20291,1
20681,0
25060,0
20756,1
20759,1
20766,1
20767,1
20780,1
20784,1
20786,1
20788,1
20792,1
15164,1
20793,1
20794,1
20798,1
20801,1
15832,0
229861,0
20804,1
20718,1
20808,1
20809,1
20745,1
20810,0
20813,0
20812,1
18914,1
20822,1
20824,1
20826,1
20832,1
20835,0
19937,1
43138,0
263161,0
15805,1
484882,6
20703,1
20778,1
20720,1
20840,1
15605,1
20653,1
19459,1
20754,1
20450,0
14154,1
20676,1
20854,1
20459,1
20673,1
5884,0
2496,2
19634,1
20768,1
468266,1
20764,0
20773,1
15741,1
20728,1
20706,1
20758,1
2733,0
14349,1
20730,1
20757,1
20860,1
20610,1
16001,1
1582,0
9236,1
20865,1
20752,1
20875,1
17011,1
20876,1
18374,1
18317,1
20877,1
20869,1
20852,1
18322,1
20878,1
20690,0
24617,0
20456,1
19136,1
6920,1
28561,1
20845,1
20562,1
20367,1
19081,1
6141,1
18967,1
20371,1
18833,1
20714,1
16127,1
19738,1
20675,1
134481,1
20880,1
20884,1
20886,1
20887,1
17861,1
20896,1
20902,1
20904,1
20883,1
20907,1
20912,1
20802,1
20620,1
20125,1
20920,1
4043,0
367691,0
20765,1
8904,1
20857,1
20923,1
20925,1
20927,1
20929,1
20932,1
8676,1
8501,1
20939,1
20942,1
15052,1
20943,1
2639,1
20602,1
338171,3
20944,1
20945,1
20947,1
20949,1
20950,0
20952,1
336276,1
20954,1
20957,0
20958,1
20959,1
20960,1
64910,1
388786,4
20963,1
20753,1
20162,1
6705,0
458831,1
13167,1
20770,1
9490,1
20821,1
20014,0
20946,1
20970,1
20834,1
20805,0
20980,1
20981,1
20984,1
20363,1
20985,1
7632,1
20956,1
20800,1
16498,1
20989,1
20993,1
20991,1
17761,1
9636,1
3829,1
20646,1
15443,1
19066,1
20687,1
20528,1
16793,1
16212,1
20640,1
378681,1
407441,1
423026,1
20622,1
20701,1
7090,1
20864,1
5292,1
1252,0
20885,1
12463,1
19146,1
216366,2
18686,1
20817,1
20962,1
20995,1
25507,1
20996,1
20476,1
20998,1
16313,1
21000,1
20286,1
20831,1
21007,1
21012,1
21013,1
21014,0
21005,1
21025,1
20648,1
20411,1
21027,1
21031,1
21034,1
21036,1
181831,1
20668,1
21023,0
21051,1
21052,1
21056,1
17998,1
221876,1
21022,1
21061,1
21062,1
21063,1
7010,1
426921,1
20628,1
21064,0
21072,1
21073,1
9909,1
21077,1
333491,1
21081,1
16968,1
12314,1
21053,1
21091,1
21092,1
21093,1
21096,1
27436,1
21097,1
388781,4
21102,1
21105,1
21111,1
20862,1
13746,1
20679,1
21119,1
388776,4
21121,1
20694,1
20299,1
21124,1
21125,1
19452,1
21127,1
20744,1
20584,1
20811,1
13749,1
20988,0
386741,0
386746,0
386751,0
21133,1
19243,1
20724,1
20982,1
19273,1
21048,1
21134,0
21136,1
20967,1
21138,0
31807,0
228316,0
47140,0
21142,1
21146,1
21149,1
21150,1
21154,1
21156,1
304026,1
21157,1
21161,1
21162,1
20931,1
20318,1
14569,1
21170,1
21171,1
16540,0
21174,1
20819,0
21178,1
21179,1
206556,0
21104,1
21001,1
54389,1
18323,1
8702,1
485897,6
21137,1
21168,1
20041,0
20806,1
18081,1
213141,1
15044,1
11514,1
20721,1
20861,1
16732,1
20900,1
1237,0
17005,0
18419,1
12180,1
21144,1
20511,1
14138,1
20825,1
7913,1
20257,1
9740,1
3205,1
21191,0
21192,1
19641,1
19353,1
21028,1
21196,1
21151,1
21201,1
21203,1
21199,1
21204,1
21148,1
21206,1
21209,1
21210,1
20966,1
21218,0
21229,1
21232,1
21234,1
21236,1
21237,1
21239,1
21240,0
163116,1
21249,1
21254,1
21255,0
21259,1
21183,1
21261,1
21262,1
21263,1
21169,1
21265,1
17305,0
20872,1
16472,0
21266,1
14880,1
21276,1
20568,0
20740,1
21280,1
21275,1
21281,1
21289,1
6076,1
21291,0
20990,1
21292,0
21293,1
21294,0
20969,1
21069,1
21305,0
18639,1
5082,1
21135,1
20921,0
21311,1
17546,1
21355,1
21313,0
20999,1
20707,1
21094,1
20205,1
132196,1
16883,1
21316,1
21319,1
21320,0
20964,1
21238,1
19468,1
8843,1
21084,1
66026,1
296581,1
16877,1
18395,1
4783,1
62900,1
17000,1
21095,1
57564,1
20790,1
21225,1
186331,1
377806,1
21322,1
21323,1
21324,1
483161,1
14027,0
5476,1
20846,0
422761,1
20322,1
5198,1
20774,1
21220,1
17717,1
17719,1
17961,1
18986,1
21331,1
330956,1
21246,1
21339,1
12349,0
371146,1
21344,0
21345,1
14092,0
21346,0
300421,1
63948,1
21353,1
20522,1
21362,1
21363,1
21365,1
9211,1
21242,1
